Java HotSpot(TM) 64-Bit Server VM warning: ignoring option PermSize=128m; support was removed in 8.0
Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=128m; support was removed in 8.0
2017-05-12 15:09:30,829 INFO  [main] util.VersionInfo: HBase 1.2.5
2017-05-12 15:09:30,830 INFO  [main] util.VersionInfo: Source code repository git://asf-dev/home/busbey/projects/hbase revision=d7b05f79dee10e0ada614765bb354b93d615a157
2017-05-12 15:09:30,830 INFO  [main] util.VersionInfo: Compiled by busbey on Wed Mar  1 00:34:48 CST 2017
2017-05-12 15:09:30,830 INFO  [main] util.VersionInfo: From source with checksum 5f0b6bf70e891eb3b315a1559f0a1c62
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:PATH=/Users/larluo/.clojurians-org/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/larluo/.rvm/bin
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:JAVA_MAIN_CLASS_8253=org.apache.hadoop.hbase.master.HMaster
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:_system_arch=x86_64
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:rvm_bin_path=/Users/larluo/.rvm/bin
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:HBASE_REGIONSERVER_OPTS= -XX:PermSize=128m -XX:MaxPermSize=128m
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:JAVA_HOME=/Library/Java/JavaVirtualMachines/jdk1.8.0_66.jdk/Contents/Home
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:TERM=xterm-256color
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:rvm_prefix=/Users/larluo
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:LANG=en_US.UTF-8
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:LD_LIBRARY_PATH=:/Users/larluo/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:LOGNAME=larluo
2017-05-12 15:09:31,257 INFO  [main] util.ServerCommandLine: env:HBASE_REST_OPTS=
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:rvm_version=1.26.11 (master)
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:XPC_SERVICE_NAME=0
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:PWD=/Users/larluo/work/git/cluster-dev/.clojurians-org/tarball/hbase
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:TERM_PROGRAM_VERSION=343.7
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:SHELL=/bin/bash
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:TERM_PROGRAM=Apple_Terminal
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:HBASE_ENV_INIT=true
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:_system_type=Darwin
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:_system_version=10.10
2017-05-12 15:09:31,258 INFO  [main] util.ServerCommandLine: env:USER=larluo
